dataset,filename,resize_percent,PSNR,SSIM,BRISQUE,NIQE
dataset2,uieb_772_img_.png,25,28.067112185680596,0.8060910987522575,,35.82099538807221
dataset2,uieb_772_img_.png,50,28.068292946222307,0.8166815315479509,,35.74613129666675
dataset2,uieb_772_img_.png,75,28.06498658185928,0.8242439735065351,,35.73106557574512
dataset2,uieb_772_img_.png,100,28.0612891760354,0.826173532740431,,35.525212429169486
dataset2,uieb_775_img_.png,25,28.405927629280253,0.9279887425222574,,43.73918865211512
dataset2,uieb_775_img_.png,50,28.411780343788664,0.9274288556592405,,43.520942161325145
dataset2,uieb_775_img_.png,75,28.408746893226407,0.9276643322865608,,43.65733612331575
dataset2,uieb_775_img_.png,100,28.40702289604718,0.9284321137946688,,43.25859624195931
dataset2,uieb_786_img_.png,25,28.56296629663739,0.8866343613173389,,48.590843885506814
dataset2,uieb_786_img_.png,50,28.5599211117272,0.9035342352142322,,48.432327160264435
dataset2,uieb_786_img_.png,75,28.554159320361162,0.9123780745634161,,48.56695317673028
dataset2,uieb_786_img_.png,100,28.560542242533845,0.918257212174861,,48.45041935274883
dataset2,uieb_7916.png,25,28.14581519583486,0.7893836004289816,,82.26331959045726
dataset2,uieb_7916.png,50,28.142413871963345,0.8131498074182042,,82.25017345042232
dataset2,uieb_7916.png,75,28.136965761359335,0.8279787772262871,,82.32906495959958
dataset2,uieb_7916.png,100,28.127361922935545,0.8364713960128838,,82.10422009136937
dataset2,uieb_791_img_.png,25,28.641617490627965,0.9479930712928054,,61.28654126901745
dataset2,uieb_791_img_.png,50,28.649593190699377,0.9490659481065162,,61.136638648733204
dataset2,uieb_791_img_.png,75,28.6441854456446,0.9496718325450332,,61.149491249632874
dataset2,uieb_791_img_.png,100,28.632821556095614,0.9500023560298948,,60.46157347383998
dataset2,uieb_80_img_.png,25,27.93895026896328,0.8125797109930807,,47.71426888025044
dataset2,uieb_80_img_.png,50,27.92594073809034,0.8011329022274186,,47.77999635738086
dataset2,uieb_80_img_.png,75,27.933216756390497,0.7939855108218701,,47.422689171525406
dataset2,uieb_80_img_.png,100,27.989034297426908,0.78949634648835,,47.15108337922417
dataset2,uieb_818_img_.png,25,27.698929002182695,0.8679587936083641,,74.18264658042234
dataset2,uieb_818_img_.png,50,27.709598280510647,0.8792968561367739,,73.92153995262598
dataset2,uieb_818_img_.png,75,27.709750971895502,0.8861786766670252,,74.11627863031215
dataset2,uieb_818_img_.png,100,27.709900944674626,0.8912087835153935,,73.94520121535187
dataset2,uieb_8288.png,25,28.029074120719454,0.7343991617927422,,64.66863442476993
dataset2,uieb_8288.png,50,28.036323669070295,0.7595160730335307,,64.6725336521339
dataset2,uieb_8288.png,75,28.037598455776262,0.7749482678810186,,64.78103416829833
dataset2,uieb_8288.png,100,28.057066743150983,0.7828976289334233,,64.67979045394834
dataset2,uieb_832_img_.png,25,32.1669733534392,0.9956866369361707,,2.31884992261152
dataset2,uieb_832_img_.png,50,32.16877202100472,0.9946517913629762,,2.3058892665331783
dataset2,uieb_832_img_.png,75,32.163925614300894,0.9938442585809852,,2.1028641069552663
dataset2,uieb_832_img_.png,100,32.10009767012343,0.993103588385503,,3.7895365551159728
dataset2,uieb_834_img_.png,25,28.40743546306157,0.94398347709143,,40.72062467978922
dataset2,uieb_834_img_.png,50,28.40016787779538,0.9493322107970906,,40.71632756187869
dataset2,uieb_834_img_.png,75,28.402118534041886,0.9511122106905276,,40.79262141340394
dataset2,uieb_834_img_.png,100,28.395673193871186,0.9520843127255458,,40.79286713995336
dataset2,uieb_841.png,25,28.173264998998913,0.8451516835067088,,61.26200067782415
dataset2,uieb_841.png,50,28.177932805487572,0.8646954753893419,,61.26446459498995
dataset2,uieb_841.png,75,28.176434897373,0.8722821613633566,,61.385673173369376
dataset2,uieb_841.png,100,28.17630912497025,0.8761606225768069,,61.37602541165917
dataset2,uieb_843_img_.png,25,30.591456612322382,0.966277995097523,,29.24140769063024
dataset2,uieb_843_img_.png,50,30.60907993997344,0.9655106622716949,,29.21987693940953
dataset2,uieb_843_img_.png,75,30.60878903068238,0.9654455689712743,,29.26137243976394
dataset2,uieb_843_img_.png,100,30.53858175107482,0.9592351436881882,,29.0807366347303
dataset2,uieb_847_img_.png,25,27.838333382433063,0.7245213043122787,,54.068704771990426
dataset2,uieb_847_img_.png,50,27.82272670955021,0.7580951310243067,,53.78185197747756
dataset2,uieb_847_img_.png,75,27.825655258643486,0.782281672965673,,53.955661859392684
dataset2,uieb_847_img_.png,100,27.839028842923366,0.7947333849986445,,53.66114649097552
dataset2,uieb_856_img_.png,25,28.537800535885157,0.9508002568396904,,18.400135686927904
dataset2,uieb_856_img_.png,50,28.528714601059242,0.9456919407997114,,18.225958449648765
dataset2,uieb_856_img_.png,75,28.545743841683063,0.9419543296283905,,18.222207122223068
dataset2,uieb_856_img_.png,100,28.494913595786638,0.9368564465842063,,17.479571842822082
dataset2,uieb_862_img_.png,25,28.668302838705543,0.9467710893301408,,23.821273858360918
dataset2,uieb_862_img_.png,50,28.659945219026998,0.9489552824667297,,23.79694427184895
dataset2,uieb_862_img_.png,75,28.66029098624074,0.9499918599984006,,23.82840849523388
dataset2,uieb_862_img_.png,100,28.654283016093967,0.9507261026502367,,23.601479077781185
dataset2,uieb_871_img_.png,25,28.6232075132278,0.9024485077886396,,60.81270705043201
dataset2,uieb_871_img_.png,50,28.618576052887047,0.907945806975589,,60.66820940400087
dataset2,uieb_871_img_.png,75,28.611029146248406,0.9105211917664355,,60.78240951660903
dataset2,uieb_871_img_.png,100,28.59781447204584,0.9114667652199534,,60.47444008549102
dataset2,uieb_874_img_.png,25,27.708529440896683,0.6668372298706763,,75.27632604917198
dataset2,uieb_874_img_.png,50,27.716131337046765,0.6923962694738085,,75.2693828847954
dataset2,uieb_874_img_.png,75,27.7219089330705,0.6913880885704254,,75.4393761186679
dataset2,uieb_874_img_.png,100,27.746365689034,0.6620093737208635,,75.22706147247287
dataset2,uieb_887_img_.png,25,28.388895754870326,0.9691759141872891,,21.656474663246982
dataset2,uieb_887_img_.png,50,28.38327336157719,0.9646670452739711,,21.673210694305446
dataset2,uieb_887_img_.png,75,28.356453890422483,0.9626818411684461,,21.462054576693873
dataset2,uieb_887_img_.png,100,28.37939659887382,0.9618194350534556,,20.28233422340646
dataset2,uieb_893_img_.png,25,28.315042462210876,0.7977355231696843,,57.32518264105932
dataset2,uieb_893_img_.png,50,28.329974980155615,0.8228305992279438,,57.19707653708186
dataset2,uieb_893_img_.png,75,28.341343609833363,0.8358032911594168,,57.27965284666355
dataset2,uieb_893_img_.png,100,28.335913618986886,0.8401155974821568,,57.132885837496666
dataset2,uieb_908_img_.png,25,27.85968424494682,0.4396644240386883,,62.177585702106725
dataset2,uieb_908_img_.png,50,27.85997407194961,0.47228586227756136,,62.31206545630768
dataset2,uieb_908_img_.png,75,27.862041888498048,0.5035629573348209,,62.16774978216017
dataset2,uieb_908_img_.png,100,27.86458026228886,0.5160372667885396,,62.18413440743264
dataset2,uieb_9554.png,25,28.117083452263042,0.80733862841038,,39.79506480044797
dataset2,uieb_9554.png,50,28.11875396566412,0.820305988371406,,39.785954857174126
dataset2,uieb_9554.png,75,28.118025371468075,0.828602609186404,,39.56221051281372
dataset2,uieb_9554.png,100,28.117906475371555,0.8338497980738622,,39.49294256170901
dataset2,uieb_97_img_.png,25,27.753263840642322,0.49792890892614305,,52.16095348267362
dataset2,uieb_97_img_.png,50,27.74864747997284,0.5059828727381441,,52.13884346578894
dataset2,uieb_97_img_.png,75,27.75070889447037,0.5171389306537586,,51.80747921150402
dataset2,uieb_97_img_.png,100,27.73328092142924,0.521208992203436,,51.53899753882183
dataset2,uieb_9896.png,25,28.30943713786383,0.7900442432429055,,55.888215750284004
dataset2,uieb_9896.png,50,28.276895211783646,0.8060749383010501,,55.98304802468208
dataset2,uieb_9896.png,75,28.282827336006292,0.819059615102703,,56.017213971359105
dataset2,uieb_9896.png,100,28.287785197557184,0.8257809630039199,,55.796351853430906
dataset2,uieb_98_img_.png,25,27.84295734756803,0.8851898865261635,,67.68467935241834
dataset2,uieb_98_img_.png,50,27.852173670357956,0.8957992796337334,,67.70005377175895
dataset2,uieb_98_img_.png,75,27.844188802770166,0.8978341626420855,,67.69126497899491
dataset2,uieb_98_img_.png,100,27.840802143462327,0.8971308556974774,,67.18107925143048
