dataset,filename,type,PSNR,SSIM,BRISQUE,NIQE
dataset2,uieb_654_img_.png,processed,28.2065872281018,0.9196333672772276,,28.05630342694898
dataset2,uieb_657_img_.png,processed,28.195048228817843,0.900055328591286,,19.036427592766863
dataset2,uieb_674_img_.png,processed,28.052990352812955,0.909741409557561,,12.224722141963916
dataset2,uieb_688_img_.png,processed,28.189830116059685,0.9272437208980067,,15.53113314715447
dataset2,uieb_699_img_.png,processed,27.881258777662474,0.8030809835710528,,13.048342734207473
dataset2,uieb_711_img_.png,processed,28.205834504309255,0.9391462202028863,,58.28708782659408
dataset2,uieb_720_img_.png,processed,27.834832892859996,0.8744410626860615,,19.237753858864195
dataset2,uieb_754_img_.png,processed,27.774165789865826,0.8482098178900992,,22.72676875639597
dataset2,uieb_760_img_.png,processed,28.51339625469044,0.9428122325009782,,4.126545772560604
dataset2,uieb_772_img_.png,processed,28.01758104322065,0.9230198613822546,,35.31724978645312
dataset2,uieb_775_img_.png,processed,28.107475985902205,0.8843643110022323,,19.906145046924053
dataset2,uieb_786_img_.png,processed,27.854506216352064,0.9037521492531547,,37.827852454756005
dataset2,uieb_7916.png,processed,28.21583815331254,0.9329261278431074,,56.05232723584942
dataset2,uieb_791_img_.png,processed,28.420530383775322,0.9144041378934349,,40.19040866000216
dataset2,uieb_80_img_.png,processed,28.049547833984462,0.8657306596404668,,14.066984259436843
dataset2,uieb_818_img_.png,processed,27.943490149197928,0.9131124802689744,,42.117872616925965
dataset2,uieb_8288.png,processed,27.61798439228817,0.8585133340143464,,38.32497689822229
dataset2,uieb_832_img_.png,processed,27.98644783383193,0.8713455114231784,,15.20319459080163
dataset2,uieb_834_img_.png,processed,27.96722863821944,0.9131218762724401,,41.69529045446537
dataset2,uieb_841.png,processed,28.040164120474877,0.8711902597115873,,52.78800020970541
dataset2,uieb_843_img_.png,processed,27.80591213568861,0.8280127234307586,,25.900141741815865
dataset2,uieb_847_img_.png,processed,27.93855083751911,0.9091348063016053,,46.11964089576772
dataset2,uieb_856_img_.png,processed,28.282698024843423,0.8793421942923829,,10.036569236820945
dataset2,uieb_862_img_.png,processed,28.003711067386284,0.9012925258907707,,13.02533241997424
dataset2,uieb_871_img_.png,processed,28.113029988427563,0.9284292014909115,,17.422066148799345
dataset2,uieb_874_img_.png,processed,28.167009888793867,0.8933479436103455,,60.60685691089169
dataset2,uieb_887_img_.png,processed,28.01518459070018,0.8865041465681185,,4.178206108950114
dataset2,uieb_893_img_.png,processed,28.080034382454624,0.9369571074473076,,35.316296154040074
dataset2,uieb_908_img_.png,processed,27.936361739088774,0.7895132980219485,,42.09917025059451
dataset2,uieb_9554.png,processed,27.985164601985637,0.9343712701276181,,21.558272447829573
dataset2,uieb_97_img_.png,processed,28.095758766631054,0.8218935559569766,,31.221816968008582
dataset2,uieb_9896.png,processed,27.769036057694237,0.9673223548203566,,28.804419840054464
dataset2,uieb_98_img_.png,processed,27.9486144422015,0.927088231193426,,44.40047153816079
